adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/bLtuFfWOa8WXYXgO9dsKk9ejyNZ.jpg,[27],627518,en,Death Care,A gang of Home Health Care Nurses are dispatched to terminate undesirable health care patients.,8.7576,/8hTxJBgurHQCPkFRtvauz5Hij6c.jpg,2020-10-31,Death Care,False,9.0,1
False,/65TVVnWOl3ko0G2GfYcCvbSmQW8.jpg,"[16, 18, 10402]",887870,ja,BLUE GIANT,"High school student Dai Miyamoto has his life is turned upside down the day he discovers jazz. Picking up a saxophone and leaving his sleepy hometown for the bustling nightclubs of Tokyo, Dai will find that the life of a professional musician isn’t for the faint of heart, as he must confront what it truly means to be great.",8.7571,/auQ5ExCcuuudw0tQwG03obX5Zrh.jpg,2023-02-17,Blue Giant,False,7.8,77
False,/qbR9PaJkfC4VunSeWO2aoFowXAC.jpg,[35],88835,en,Red Monarch,"British comedy satirising Stalin's inner circle as an absolute monarchs court. In the face of rampant abuse of power and poisonous distrust some still manage to keep faith with the Bolshevist creed until the very end. In front of the firing squad a stalwart bolshevist of the first hour exclaims: ""Even in the best democracy errors are being made!""",8.7568,/klEQx0KobVVmi55jlqgAAxKzkJu.jpg,1983-06-16,Red Monarch,False,5.0,10
False,/6XoHWyEZ4u0Sakut1e25JRPLJkV.jpg,[18],66025,en,Mooz-lum,"Thanks to a strict Muslim upbringing that largely shielded him from the outside world, Tariq's first year of college proves transformative. That is, until the 9/11 terrorist attacks invite growing suspicion and distrust from his angry classmates.",8.7565,/adSb3QS8wW234v7HVhbFWABhgy7.jpg,2011-02-11,Mooz-lum,False,4.6,9
False,/rxoQAJ1ezciszhFp4rSNGqFkH8k.jpg,"[35, 18]",42081,de,Zuckerbaby,A plump Munich mortuary worker tracks down and seduces a married subway conductor.,8.7561,/40zNRl7dqYnLgfF6FNFeetEjGOS.jpg,1985-06-28,Sugarbaby,False,5.4,22
False,/mAEMFpc3V2fCGV2JEs9YLIpUs3Z.jpg,"[18, 27, 10770]",40631,en,Dracula,"The Romanian count known as Dracula is summoned to London by Arthur Holmwood, a young Lord who is one the verge of being wed. Unknown to Arthur's future bride Lucy, her future husband is infected with syphilis and therefore cannot consummate their marriage. Arthur has laid his hopes of being cured on the enigmatic count; as it is said that Dracula has extraordinary powers. But these supernatural powers have sinister origins. The Count is a vampire. Soon Arthur realizes his serious mistake as all hell breaks loose and the Count infects others with his ancient curse. But Dracula has not counted on the young Lord acquiring the assistance of the Dutch Vampire expert Prof. Abraham Van Helsing.",8.7543,/aS2ixprqWHanYhhAOL7qVJTLoSN.jpg,2006-12-28,Dracula,False,5.6,48
False,/sn3MeUI6skHO3ncNfdPCZPvHWPM.jpg,[10751],331464,en,Black Beauty,"A modern retelling of Anna Sewell’s classic novel, Black Beauty explores the heartfelt story of 15 year-old Audry who makes the discovery of a lifetime whilst volunteering at a city animal shelter. Rescued from an abusive owner and recovering from a traumatic past, Black Beauty possesses a most unique quality of character, endearing itself to Audry and her Grandpa  who adopt the horse in order to give it a second chance and perhaps even help revitalize their own family situation. Aided by dedicated trainer James and tested by the many challenges of equine life, Black Beauty has his work cut out for him as he embarks on a remarkable journey of discovery and friendship.",8.7542,/hMwGYesxIQ36QDJrb2XWllhiTD5.jpg,2015-07-16,Black Beauty,False,6.7,25
False,/e2oO1FPwMiDEi119rJJspYI6TiG.jpg,"[12, 27, 53]",9360,en,Anaconda,"A 'National Geographic' film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest — and deadliest — snake.",8.7535,/33NysOnLpLZY0ewHTcfpalzAsRG.jpg,1997-04-11,Anaconda,False,5.256,2717
False,/m0wysQlESsyG7NdlyGfdv06kwuO.jpg,"[10749, 35, 18]",612491,it,Supereroi,"The story of a loving couple who struggles to keep its relationship alive against the inescapable passing of time, told in a nonlinear way over the course of ten years in their lives.",8.7436,/9ZDnrgn6Iw9z2XtaQ99G0p1DFP0.jpg,2021-12-23,Superheroes,False,7.191,222
False,/jBhZq4RpXnVA7mcpjgsGwIwXjnq.jpg,"[18, 10752]",18516,en,Adam Resurrected,"After again attempting to commit murder, a Jewish man with a mysterious past and extraordinary intelligence, charisma, and body control returns to an insane asylum, where he makes a startling discovery.",8.8465,/k0Di5lSe0oIzpJle2O9T5di4w3M.jpg,2008-08-08,Adam Resurrected,False,6.12,101
False,/zPxHVEKtRWOON3yTDfyqEDmz0wk.jpg,[16],36197,ja,デジモンセイバーズ THE MOVIE 究極パワー！ バーストモード発動！！,"The film begins with around Agumon, Gaomon and Lalamon, whose partners have been placed in a magical slumber along with the rest of city's population, by a mysterious thorned vine that spread throughout the city. As the Digimon make their way through the silent city, they stumble upon a pack of Goblimon, led by an Ogremon, who are attacking a young girl. They scare off the goblins, and the girl, Rhythm, reveals that she is actually a Digimon, then explains that the thorns are the work of a Digimon named Argomon. The quartet sets out to confront the villain atop his skyscraper lair.",8.8457,/aHfRevkr2NYG3tNHKyBgaiuB3vL.jpg,2006-12-09,Digimon Savers: The Movie - Ultimate Power! Activate Burst Mode!!,False,4.8,10
False,,[18],509771,ta,சோலையம்மா,"Solaiyamma is a mother-less woman who is looked after by her father. She has been promised in marriage with her relative Balraj and they are in love. Vairavan is a heartless muscular man who spreads terror among the villagers and rapes the village girls. One night, Vairavan enters Solaiyamma's house and tries to rape Solaiyamma but she stands against him and Vairavan runs away. The entire village thinks that she has been raped including her relatives and then her father commits suicide. Thereafter, she is rejected by the village. Vairavan tortures her psychologically to spend a night with him. What transpires later forms the crux of the story.",8.8454,,1992-12-11,Solaiyamma,False,0.0,0
False,,[16],366305,en,Spinnolio,"A lonely woodcarver longs for a son, so he builds a wooden puppet and names it Spinnolio",5.6742,/iZw31Omry3sd6XehtzUoAK7u7Nn.jpg,1977-01-01,Spinnolio,False,0.0,0
False,/j7XYiY1UaMyLi7DBC71wTAB7y7P.jpg,"[35, 27]",366231,en,Gwilliam,A recently released criminal is looking for a good time. He can forget his sins but he can never forget...Gwilliam.,10.6298,/byXRRjHN1jBMcW6pjk1ADrJY6OD.jpg,2015-11-01,Gwilliam,False,4.8,6
False,/tTUOXTIKnBLOaoNbelpWomPKdho.jpg,"[35, 10751]",20737,en,Air Bud,A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,8.8356,/kDfzh6QdX2tseTwwyB7lp2RP7iE.jpg,1997-08-01,Air Bud,False,5.571,502
False,/nAivkMvSb3Nl5BQRwjvtv2Szr2T.jpg,"[18, 10749]",26731,en,Redwoods,"Both original and incredibly romantic, Redwoods tells the story of an already-partnered man whose love is tested when a mysterious drifter passes through his small Northern California town.",8.8306,/9VZu6hXM0DOTTnpgY0N0fhOL7RN.jpg,2009-12-01,Redwoods,False,5.543,35
False,,"[53, 27]",341035,en,Demon Baby,"A young couple looking to rekindle a damaged relationship retreat to the remote Scottish Highlands. They are haunted by their past, their surroundings and each other.",8.8288,/vaO0gdwMysLjjE7kScM2UWdyoSJ.jpg,2014-01-01,Demon Baby,False,3.7,22
False,,"[10770, 18, 10749]",38992,en,Remembrance,"To overcome the emotional scars of her own past, Vanessa Fullerton recounts her mother Serena's extraordinary life - and tragic death. Serena marries a dashing U.S. colonel, relinquishing her family's fortune. When her husband dies, an impoverished Serena struggles to care for her young daughter until noted photographer Vasili catapults Serena to fame. But Vasili hides a dangerous secret, a secret that leaves a painful legacy.",8.8285,/ux9YygeDtzjIQGgCh8dtKcMdY1i.jpg,1996-09-02,Remembrance,False,5.4,7
False,/nXqRGRhFxa3v5rJsJUApYdKdiKu.jpg,"[18, 36]",1157322,cs,Franz,"Conceived as a kaleidoscopic mosaic, the film follows the imprint Franz Kafka left on the world from his birth in 19th-century Prague to his death in post-WW1 Vienna.",6.3571,/cCRBkb1U9eKz1DYa4UMGZBSkcjC.jpg,2025-09-25,Franz,False,5.7,7
False,/5rARlA8beRAVXPYzSaF2NoS8Ry5.jpg,"[16, 35, 10751, 14]",76492,en,Hotel Transylvania,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",8.8283,/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,2012-09-20,Hotel Transylvania,False,6.964,9031
False,/kFI1oF6KVnLEbUT7yLIbKXeyvu.jpg,"[28, 12, 878]",602,en,Independence Day,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",8.8267,/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,1996-06-25,Independence Day,False,6.898,10176
False,/13kPaB6tNtzWL64FP6o74CxA0gG.jpg,[878],514755,en,Crossbreed,"In the near future, the President of the United States hires a team of mercenaries to retrieve an alien bio-weapon from a top secret research facility orbiting the Earth. The plan is working until the cargo escapes.",8.8255,/rxF0LQAnKt1AWs9WIrhHcF9ygD.jpg,2019-02-05,Crossbreed,False,3.478,23
False,/3DOOgeZfoYUKXAyYrpRObv2PNDd.jpg,[18],12761,sv,Höstsonaten,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",8.824,/6beNbtCXv3GkzHkxkGYf38ib7v8.jpg,1978-10-08,Autumn Sonata,False,8.0,678
False,/8I501BcjoSm9yZjb7RupSBWRiBg.jpg,"[53, 18]",227700,en,Anna,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",8.5409,/sgMGvWai7E1Ryf9IvB5m0ILS7hl.jpg,2013-10-13,Anna,False,6.487,704
False,/lTyikzfGgRX5ZqIfVeT26APYfRL.jpg,"[35, 10752, 18]",515001,en,Jojo Rabbit,"Jojo, a lonely German boy during World War II has his world shaken when he learns that his single mother is hiding a Jewish girl in their home. Influenced by a buffoonish imaginary version of Adolf Hitler, he begins to question his beliefs and confront the conflict between propaganda and his own humanity.",8.8186,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,2019-10-18,Jojo Rabbit,False,7.995,10188
False,/jl7RhBszdR4chHuL9DLoIYjjNcJ.jpg,"[35, 878]",85877,cn,蜜桃成熟時33D,"A young woman named Future is sent from the year 2046 to the year 2011 in Hong Kong. Future was sent by the United Nations in order to get pregnant, where she can then extract her genes and repopulate the earth as 99% of males have become infertile in the future due to attacks from Planet Xucker. Two assassins from Xuckler are sent after her to stop her. Future meets three University students: Felix, Dan-san and Sing. The men are obsessed with female students next door: Chin-chin, Chen-chen and Sai-sai. The students agree to help Future find a mate at the university.",8.8186,/bBC1fBHyFBmc6fn4UDedtkOVSaD.jpg,2011-10-06,The 33D Invader,False,5.6,31
False,/vjRJbdQO5gb7mm6mwk1BQUCGnRH.jpg,"[27, 9648, 53]",400411,en,Satanic,"Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.",9.9867,/me74BRzuDvzD5LuAPU4EZOJtsyU.jpg,2016-07-01,Satanic,False,4.335,411
False,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,"[35, 14]",620,en,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",8.8073,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,1984-06-08,Ghostbusters,False,7.5,9557
False,/nl18gyzai02Tu99VkURu7kCFrR8.jpg,"[28, 12]",184315,en,Hercules,"When a new enemy threatens the innocent, Hercules must lead his fearless team of warriors in a battle against overwhelming odds.",8.7312,/5X3VOy9lD44VclKsWTi8gHZGjhL.jpg,2014-07-23,Hercules,False,5.796,4275
False,/lLYLF28MkKikw0owUdWBUrYiwiu.jpg,[37],147903,en,Santa Fe,"After their service in the Civil War, four brothers go their separate ways, but later find themselves on opposite sides of a final showdown.",8.7302,/4sjsuWSM5wcFhEld7svtx3xJoKa.jpg,1951-04-01,Santa Fe,False,6.717,23
False,/6MBo0C4G0O7A7JVVfVVJIJbh1fU.jpg,[35],10970,en,Silent Movie,"Aspiring filmmakers Mel Funn, Marty Eggs and Dom Bell go to a financially troubled studio with an idea for a silent movie. In an effort to make the movie more marketable, they attempt to recruit a number of big name stars to appear, while the studio's creditors attempt to thwart them.",8.7287,/AeaoOSqEU3elkpDAlKbIWcdKLJ8.jpg,1976-06-17,Silent Movie,False,6.532,325
False,/ct80LPqrOXbMtxvKqxixfXuIOkP.jpg,[18],58058,fr,Elisa,Marie has had a tough childhood ever since her mother Elisa committed suicide. She has spent most of her life in an orphanage and now makes a living as a small time criminal in Paris. Now she wants to unravel her past and find her father whom she blames for her mother's death.,8.7285,/q5LWron7LvX1XeKtTNEs47oY6Sf.jpg,1995-02-01,Elisa,False,6.355,100
False,/jOA1M7AeMCWKgUhKeMsO4p2g9Gy.jpg,"[18, 53]",775140,tr,Suçlular,"Late at night in a small Turkish town, a young couple tries to find a hotel room to spend the night together. They are rejected from all hotels for not having a marriage certificate. Once they believe they’ve found a trick to use, the situation gets out of hand.",8.7282,/2pyGuzxwdmqd5fJ9Tsg7e94Tuuz.jpg,2022-04-08,The Criminals,False,6.333,15
False,/zL3WDqWMaIq7w5QZGsG5a04Gyio.jpg,"[28, 35]",3054,en,The Wrecking Crew,"When Count Contini attempts to destroy the world's economy by masterminding the theft of $1 billion in U.S. gold, ICE chief MacDonald summons secret agent Matt Helm to stop him.",8.7279,/rvuQCsZBaZ1k254gubEojOz9zss.jpg,1968-12-30,The Wrecking Crew,False,5.7,66
False,/168dp7vy3kwOehcMpFaLOfB52NV.jpg,"[27, 53, 9648]",1330421,en,Bone Lake,"A couple’s romantic vacation at a secluded lakeside estate is upended when they are forced to share the mansion with a mysterious and attractive couple. In this darkly hilarious and seductive horror story, a dream getaway spirals into a nightmarish maze of sex, lies, and manipulation, bringing terrifying secrets to light and triggering a bloody battle for survival.",8.7261,/sGo5ti82LlydAZrvcsaj31iPuEI.jpg,2025-10-02,Bone Lake,False,5.955,121
False,/lgBZlJ1LHQel5nneNQMoesmvc7l.jpg,"[28, 12, 10752]",1271,en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",8.7256,/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg,2007-03-07,300,False,7.193,14453
False,/kJfFqcP6jb1caPg6VMpAfkHUMLd.jpg,[35],432618,fr,Coexister,"An opportunistic music producer brings together a rabbi, a priest, and an imam to preach about peaceful coexistence through song. But he's in for a surprise when he realizes the religious leaders are far from saints.",8.7254,/lTXjPswcvDIqI72m4nuwEg12oPI.jpg,2017-10-11,Coexist,False,5.8,415
False,/gc1Y41h4Pfx9MyBKhTo7rtRC7xs.jpg,"[53, 80]",31676,en,Desperate Hours,"An escaped con, on the run from the law, moves into a married couple's house and takes over their lives.",8.7242,/gtIRVVHRRr4iWN8yJ6tQs0CqWV2.jpg,1990-10-05,Desperate Hours,False,5.4,215
False,/kVChi7qHX9UMcpAh7J6fGBCCH2c.jpg,"[53, 878]",262543,en,Autómata,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",8.724,/h7SEtIWOfLsuCWhQgflev7ppRPq.jpg,2014-10-09,Automata,False,5.872,1753
False,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In the summer of 1983, a 17-year-old Elio spends his days in his family's villa in Italy. One day Oliver, a graduate student, arrives to assist Elio's father, a professor of Greco-Roman culture. Soon, Elio and Oliver discover a summer that will alter their lives forever.",8.723,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,2017-10-01,Call Me by Your Name,False,8.096,12569
False,/nHadNHaVzPXHpHnZlafxeXIVIMU.jpg,"[10749, 35, 80, 28]",61178,en,Nadine,"Hairdresser Nadine Hightower wants to retrieve the risqué photos she once posed for, but when she visits the photographer at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon, into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",8.7229,/mim8TLLXmD3ui03f9jVmOXGACv8.jpg,1987-08-07,Nadine,False,5.4,88
False,,[],1218447,fr,Masque,Boris Lehman's funereal mask is constructed when he is alive (which therefore requires him to construct a rudimentary canal to breathe through the plaster).,8.7224,,1987-01-01,Masque,False,0.0,0
False,/5r2NPZgYBB8ALBL3q4iX9AjTLJ6.jpg,"[10749, 18]",1308821,tl,Unang Tikim,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",8.7203,/oDWZS6LznvdH7mZOYfCro0ISJCM.jpg,2024-08-07,First Taste,False,5.063,8
False,/92YTUyx7PDqgoPcGF9OaT8w6R61.jpg,"[18, 10749]",426238,en,Beach Rats,"On the outskirts of Brooklyn, Frankie, an aimless teenager, suffocates under the oppressive glare cast by his family and a toxic group of delinquent friends. Struggling with his own identity, Frankie begins to scour hookup sites for older men.",8.72,/oQZPPsvoipd38jasPhvJOpajbug.jpg,2017-08-25,Beach Rats,False,6.0,557
False,,[],982041,en,Nanoblood,"Nanoblood is a new product promising total human potential from your friendly neighborhood pharma startup Bot Labs. The upcoming human trials are gonna knock everyone's socks off! Lisa and Toby are part of a secret group of beta testers replacing their blood cells with robots, so that's sure to turn out well for them.",8.7187,/7MEyrXrpop8ZUF9kIL8ALhbzTRq.jpg,2016-08-12,Nanoblood,False,1.0,2
False,/dXgVFfQj9dmKhs5Meizoh9yrJO1.jpg,[18],979054,ja,わたしはわたし OL葉子の深夜残業,"Yoko who works at the editorial department of a small publishing company is a weak OL that is not good at communicating with people. Recently, she felt suspicion of being physically attacked by an abnormal sleepiness, but she know that another person = Yoko enjoys a one – night relationship with men at midnight when she fell asleep. The existence of Yoko eventually begins to erode Yoko’s daily life. Yoko thought about trying to communicate with Yoko through the exchange diary.",8.7164,/jlPQGrFDCwLYGxv1xfB4RPNGE5A.jpg,2018-04-04,I am Me ~ OL Yoko's Late Night Overtime,False,6.0,1
False,/5fxTB08O7CW1hAcN2MWOKodp1h1.jpg,"[18, 35]",615777,en,Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",8.7161,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,Babylon,False,7.369,3627
False,/9XhZhoSnFJ3AjpfzdIiZVHLQIS4.jpg,"[28, 35, 80, 14]",9470,cn,功夫,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",8.7145,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,2004-02-10,Kung Fu Hustle,False,7.481,3069
False,/ct80LPqrOXbMtxvKqxixfXuIOkP.jpg,[18],58058,fr,Elisa,Marie has had a tough childhood ever since her mother Elisa committed suicide. She has spent most of her life in an orphanage and now makes a living as a small time criminal in Paris. Now she wants to unravel her past and find her father whom she blames for her mother's death.,8.7285,/q5LWron7LvX1XeKtTNEs47oY6Sf.jpg,1995-02-01,Elisa,False,6.355,100
False,/jOA1M7AeMCWKgUhKeMsO4p2g9Gy.jpg,"[18, 53]",775140,tr,Suçlular,"Late at night in a small Turkish town, a young couple tries to find a hotel room to spend the night together. They are rejected from all hotels for not having a marriage certificate. Once they believe they’ve found a trick to use, the situation gets out of hand.",8.7282,/2pyGuzxwdmqd5fJ9Tsg7e94Tuuz.jpg,2022-04-08,The Criminals,False,6.333,15
False,/zL3WDqWMaIq7w5QZGsG5a04Gyio.jpg,"[28, 35]",3054,en,The Wrecking Crew,"When Count Contini attempts to destroy the world's economy by masterminding the theft of $1 billion in U.S. gold, ICE chief MacDonald summons secret agent Matt Helm to stop him.",8.7279,/rvuQCsZBaZ1k254gubEojOz9zss.jpg,1968-12-30,The Wrecking Crew,False,5.7,66
False,/168dp7vy3kwOehcMpFaLOfB52NV.jpg,"[27, 53, 9648]",1330421,en,Bone Lake,"A couple’s romantic vacation at a secluded lakeside estate is upended when they are forced to share the mansion with a mysterious and attractive couple. In this darkly hilarious and seductive horror story, a dream getaway spirals into a nightmarish maze of sex, lies, and manipulation, bringing terrifying secrets to light and triggering a bloody battle for survival.",8.7261,/sGo5ti82LlydAZrvcsaj31iPuEI.jpg,2025-10-02,Bone Lake,False,5.955,121
False,/lgBZlJ1LHQel5nneNQMoesmvc7l.jpg,"[28, 12, 10752]",1271,en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",8.7256,/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg,2007-03-07,300,False,7.193,14453
False,/gc1Y41h4Pfx9MyBKhTo7rtRC7xs.jpg,"[53, 80]",31676,en,Desperate Hours,"An escaped con, on the run from the law, moves into a married couple's house and takes over their lives.",8.7242,/gtIRVVHRRr4iWN8yJ6tQs0CqWV2.jpg,1990-10-05,Desperate Hours,False,5.4,215
False,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In the summer of 1983, a 17-year-old Elio spends his days in his family's villa in Italy. One day Oliver, a graduate student, arrives to assist Elio's father, a professor of Greco-Roman culture. Soon, Elio and Oliver discover a summer that will alter their lives forever.",8.723,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,2017-10-01,Call Me by Your Name,False,8.096,12569
False,/nHadNHaVzPXHpHnZlafxeXIVIMU.jpg,"[10749, 35, 80, 28]",61178,en,Nadine,"Hairdresser Nadine Hightower wants to retrieve the risqué photos she once posed for, but when she visits the photographer at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon, into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",8.7229,/mim8TLLXmD3ui03f9jVmOXGACv8.jpg,1987-08-07,Nadine,False,5.4,88
False,/xnnoXQky8dDBVo6sadgUuchyUGv.jpg,"[18, 10749, 10770]",254053,en,Uncorked,Johnny is a high-powered executive who is definitely not looking to fall in love but a business conference takes her to wine country she meets a handsome widower Andrew who invites Johnny to meet his family after she loses her job. In helping his parents' winery she begins to fall in love with him and his family but when she gets offered another job she has to chose between her career or Andrew,9.0586,/3fdwUAUIUOr1knUBZl6t1pR4Sp6.jpg,2009-11-12,Uncorked,False,5.7,15
False,/5r2NPZgYBB8ALBL3q4iX9AjTLJ6.jpg,"[10749, 18]",1308821,tl,Unang Tikim,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",8.7203,/oDWZS6LznvdH7mZOYfCro0ISJCM.jpg,2024-08-07,First Taste,False,5.063,8
False,,[],982041,en,Nanoblood,"Nanoblood is a new product promising total human potential from your friendly neighborhood pharma startup Bot Labs. The upcoming human trials are gonna knock everyone's socks off! Lisa and Toby are part of a secret group of beta testers replacing their blood cells with robots, so that's sure to turn out well for them.",8.7187,/7MEyrXrpop8ZUF9kIL8ALhbzTRq.jpg,2016-08-12,Nanoblood,False,1.0,2
False,/dXgVFfQj9dmKhs5Meizoh9yrJO1.jpg,[18],979054,ja,わたしはわたし OL葉子の深夜残業,"Yoko who works at the editorial department of a small publishing company is a weak OL that is not good at communicating with people. Recently, she felt suspicion of being physically attacked by an abnormal sleepiness, but she know that another person = Yoko enjoys a one – night relationship with men at midnight when she fell asleep. The existence of Yoko eventually begins to erode Yoko’s daily life. Yoko thought about trying to communicate with Yoko through the exchange diary.",8.7164,/jlPQGrFDCwLYGxv1xfB4RPNGE5A.jpg,2018-04-04,I am Me ~ OL Yoko's Late Night Overtime,False,6.0,1
False,/5fxTB08O7CW1hAcN2MWOKodp1h1.jpg,"[18, 35]",615777,en,Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",8.7161,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,Babylon,False,7.369,3627
False,/9XhZhoSnFJ3AjpfzdIiZVHLQIS4.jpg,"[28, 35, 80, 14]",9470,cn,功夫,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",8.7145,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,2004-02-10,Kung Fu Hustle,False,7.481,3069
False,,[35],290559,tl,I Have 3 Eggs,A trio of men woo the woman who left her child with them.,8.7136,/3vTINUaInr6UkMtipkLQBo3Ztg0.jpg,1990-08-16,I Have 3 Eggs,False,6.0,1
False,/csGq32FHYS5cO1EszU8jnbebekP.jpg,"[18, 10749]",1396888,tl,Celestina: Burlesk Dancer,"Set in the Philippines during the 1940's, Celestina is a story about a woman, a burlesk dancer, who struggles to provide for her family while her husband is a gambling and womanizing drunkard. Despite the hardships, Celestina perseveres and finds strength in her love for her son.",8.7118,/yxhDZP6ddPNHcenrhz6CDxjxQg1.jpg,2024-12-04,Celestina: Burlesk Dancer,False,3.0,4
False,/r7ljaZWrazhvVXRGGrUQOgcX9xs.jpg,"[878, 28, 12]",433586,ja,ジャッカー電撃隊 劇場版,Ryu obsessively pursues a CRIME agent who steals a powerful new explosive and takes control of a powerful supercar. This is a theatrical presentation of episode 7 of the J.A.K.Q. Dengekitai television series.,5.7978,/43A8xhUNCnULYmLEO7kNHo0dpfa.jpg,1977-06-17,J.A.K.Q. Dengekitai: The Movie,False,6.0,1
False,,[18],277999,ml,സ്നേഹമുള്ള സിംഹം,,8.7074,,1986-06-19,Snehamulla Simham,False,0.0,0
False,/9Z4msMhKvNp63sOB1ZvxPMPvqz3.jpg,"[35, 878, 12]",7512,en,Idiocracy,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",8.7061,/6cTHBq49ApwsJaRr3ojlY1cmiXk.jpg,2006-09-01,Idiocracy,False,6.365,3403
False,/sTQNRqLbfCXolrb5CizAW1dj528.jpg,"[28, 12, 878, 14]",246655,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",7.3692,/ikA8UhYdTGpqbatFa93nIf6noSr.jpg,2016-05-18,X-Men: Apocalypse,False,6.517,13561
